geoid_o,geoid_d,lng_o,lat_o,lng_d,lat_d,date,visitor_flows,pop_flows
55025000405,55025010502,-89.51007861632935,43.0455471017436,-89.27255584742899,43.00715780492737,2020-07-26,2,25.0
55025000405,55025010904,-89.51007861632935,43.0455471017436,-89.5705434417137,43.09014711310449,2020-07-26,11,139.0
55025000405,55025013700,-89.51007861632935,43.0455471017436,-89.54113318000059,42.972160873225654,2020-07-26,3,38.0
55025000405,55025013200,-89.51007861632935,43.0455471017436,-89.4348385028396,43.247978777088356,2020-07-26,1,12.0
55025000405,55025013302,-89.51007861632935,43.0455471017436,-89.35384510562756,43.24844599784632,2020-07-26,1,12.0
55025000405,55025001401,-89.51007861632935,43.0455471017436,-89.3871292119251,43.0445921240038,2020-07-26,2,25.0
55025000405,55025011402,-89.51007861632935,43.0455471017436,-89.28198801574396,43.15387800015253,2020-07-26,3,38.0
55025000405,55025000503,-89.51007861632935,43.0455471017436,-89.48606600800903,43.02270000324033,2020-07-26,6,76.0
55025000405,55025000600,-89.51007861632935,43.0455471017436,-89.45785002071652,43.025688781227714,2020-07-26,11,139.0
55025000405,55025001705,-89.51007861632935,43.0455471017436,-89.38217715068139,43.076580380056136,2020-07-26,1,12.0
55025000405,55025003200,-89.51007861632935,43.0455471017436,-89.43255666963324,43.08334220893271,2020-07-26,2,25.0
55025000405,55025002900,-89.51007861632935,43.0455471017436,-89.31730519213146,43.0592731542278,2020-07-26,4,50.0
55025000405,55025011200,-89.51007861632935,43.0455471017436,-89.44307714978152,43.17243251602579,2020-07-26,1,12.0
55025000405,55025001403,-89.51007861632935,43.0455471017436,-89.41467025857719,43.017890709175404,2020-07-26,2,25.0
55025000405,55025000405,-89.51007861632935,43.0455471017436,-89.51007861632935,43.0455471017436,2020-07-26,426,5406.0
55025000405,55025010901,-89.51007861632935,43.0455471017436,-89.54749099905169,43.06598490971403,2020-07-26,4,50.0
55025000405,55025011506,-89.51007861632935,43.0455471017436,-89.24106272573728,43.170389711475714,2020-07-26,1,12.0
55025000405,55025010800,-89.51007861632935,43.0455471017436,-89.54013325082902,43.0029732599634,2020-07-26,11,139.0
55025000405,55025000408,-89.51007861632935,43.0455471017436,-89.48804453957678,43.053602697119466,2020-07-26,17,215.0
55025000405,55025001200,-89.51007861632935,43.0455471017436,-89.40697670422286,43.062935710444954,2020-07-26,1,12.0
55025000405,55025000406,-89.51007861632935,43.0455471017436,-89.52479369553619,43.043987937841216,2020-07-26,6,76.0
55025000405,55025000800,-89.51007861632935,43.0455471017436,-89.44382311662937,43.06799811974456,2020-07-26,8,101.0
55025000405,55025002500,-89.51007861632935,43.0455471017436,-89.33953267684338,43.131547183047196,2020-07-26,1,12.0
55025000405,55025011900,-89.51007861632935,43.0455471017436,-89.071224954274,43.02203477648042,2020-07-26,1,12.0
55025000405,55025012502,-89.51007861632935,43.0455471017436,-89.40547232419338,42.9374009451562,2020-07-26,2,25.0
55025000405,55025012001,-89.51007861632935,43.0455471017436,-89.19903199252855,43.0907106065345,2020-07-26,1,12.0
55025000405,55025002100,-89.51007861632935,43.0455471017436,-89.35497219962471,43.10432005172774,2020-07-26,2,25.0
55025000405,55025002603,-89.51007861632935,43.0455471017436,-89.30131362209482,43.11765224043148,2020-07-26,9,114.0
55025000405,55025010903,-89.51007861632935,43.0455471017436,-89.55137011581495,43.03058973656757,2020-07-26,2,25.0
55025000405,55025010702,-89.51007861632935,43.0455471017436,-89.45896379130667,42.976958768397225,2020-07-26,1,12.0
55025000405,55025012300,-89.51007861632935,43.0455471017436,-89.21476764739356,42.90029641641463,2020-07-26,2,25.0
55025000405,55025011505,-89.51007861632935,43.0455471017436,-89.22544473205187,43.186434051513004,2020-07-26,1,12.0
55025000405,55025001300,-89.51007861632935,43.0455471017436,-89.39153646523216,43.05414261051029,2020-07-26,1,12.0
55025000405,55025001704,-89.51007861632935,43.0455471017436,-89.38609922277058,43.07291642381157,2020-07-26,1,12.0
55025000405,55025010100,-89.51007861632935,43.0455471017436,-89.44878197184566,43.07904971866415,2020-07-26,1,12.0
55025000405,55025002200,-89.51007861632935,43.0455471017436,-89.36237043109347,43.121103693097666,2020-07-26,1,12.0
55025000405,55025001804,-89.51007861632935,43.0455471017436,-89.3683449079883,43.09067492261129,2020-07-26,1,12.0
55025000405,55025011101,-89.51007861632935,43.0455471017436,-89.49829301216705,43.101130879728025,2020-07-26,2,25.0
55025000405,55025011600,-89.51007861632935,43.0455471017436,-89.1943287751742,43.195174606054614,2020-07-26,2,25.0
55025000405,55025000205,-89.51007861632935,43.0455471017436,-89.5005378002445,43.08068888547007,2020-07-26,1,12.0
55025000405,55025000100,-89.51007861632935,43.0455471017436,-89.47545314289373,43.082941383400744,2020-07-26,1,12.0
55025000405,55025000202,-89.51007861632935,43.0455471017436,-89.49356394533697,43.06834372612051,2020-07-26,4,50.0
55025000405,55025000402,-89.51007861632935,43.0455471017436,-89.46391742157611,43.051465627790314,2020-07-26,5,63.0
55025000405,55025000902,-89.51007861632935,43.0455471017436,-89.42596698430582,43.07020611394988,2020-07-26,1,12.0
55025000405,55025000501,-89.51007861632935,43.0455471017436,-89.47151230108628,43.03450729976417,2020-07-26,3,38.0
55025000405,55025011000,-89.51007861632935,43.0455471017436,-89.50504336088976,43.09078189798928,2020-07-26,3,38.0
55025000405,55025010600,-89.51007861632935,43.0455471017436,-89.31988583324724,42.977939436314905,2020-07-26,1,12.0
55025000405,55025002602,-89.51007861632935,43.0455471017436,-89.3135511951474,43.13825889459698,2020-07-26,2,25.0
