geoid_o,geoid_d,lng_o,lat_o,lng_d,lat_d,date,visitor_flows,pop_flows
55079001500,55079185300,-88.01520145334699,43.123754077777434,-88.04265402690729,43.049880154873065,2020-05-05,2,34.0
55079001500,55079050101,-88.01520145334699,43.123754077777434,-87.98494662348081,43.17683059907653,2020-05-05,1,17.0
55079001500,55079000400,-88.01520145334699,43.123754077777434,-88.05554472050937,43.110954423820296,2020-05-05,4,68.0
55079001500,55079090900,-88.01520145334699,43.123754077777434,-88.00270912368009,43.06124682618238,2020-05-05,2,34.0
55079001500,55079090200,-88.01520145334699,43.123754077777434,-88.05200796218348,43.081902180003375,2020-05-05,2,34.0
55079001500,55079150301,-88.01520145334699,43.123754077777434,-88.05345903025625,42.89781994777656,2020-05-05,1,17.0
55079001500,55079001200,-88.01520145334699,43.123754077777434,-87.98620080987179,43.12617611256525,2020-05-05,2,34.0
55079001500,55079002000,-88.01520145334699,43.123754077777434,-87.96815137233186,43.115621500302275,2020-05-05,1,17.0
55079001500,55079003400,-88.01520145334699,43.123754077777434,-88.02444287795417,43.0934576342605,2020-05-05,1,17.0
55079001500,55079003600,-88.01520145334699,43.123754077777434,-87.98321131530031,43.092736225323044,2020-05-05,2,34.0
55079001500,55079004100,-88.01520145334699,43.123754077777434,-87.95681147526382,43.0940907627305,2020-05-05,1,17.0
55079001500,55079005000,-88.01520145334699,43.123754077777434,-87.98327608357046,43.07665137069942,2020-05-05,2,34.0
55079001500,55079005900,-88.01520145334699,43.123754077777434,-87.98523579862835,43.06821108392844,2020-05-05,2,34.0
55079001500,55079060200,-88.01520145334699,43.123754077777434,-87.9245165328896,43.11556508690733,2020-05-05,2,34.0
55079001500,55079001800,-88.01520145334699,43.123754077777434,-87.99853790291819,43.115847306484916,2020-05-05,2,34.0
55079001500,55079050102,-88.01520145334699,43.123754077777434,-87.96743569232115,43.172443064752215,2020-05-05,3,51.0
55079001500,55079091200,-88.01520145334699,43.123754077777434,-88.00388284004167,43.0467075980639,2020-05-05,1,17.0
55079001500,55079000304,-88.01520145334699,43.123754077777434,-88.02644618111368,43.14364069729464,2020-05-05,1,17.0
55079001500,55079000201,-88.01520145334699,43.123754077777434,-88.0472441211064,43.1799495757708,2020-05-05,6,103.0
55079001500,55079000102,-88.01520145334699,43.123754077777434,-88.01167859828367,43.164645145767146,2020-05-05,6,103.0
55079001500,55079020000,-88.01520145334699,43.123754077777434,-87.95273620994368,42.98405311376188,2020-05-05,1,17.0
55079001500,55079090300,-88.01520145334699,43.123754077777434,-88.0515779905257,43.06739040507833,2020-05-05,1,17.0
55079001500,55079000700,-88.01520145334699,43.123754077777434,-87.99009583376943,43.15588909293765,2020-05-05,1,17.0
55079001500,55079002500,-88.01520145334699,43.123754077777434,-87.96218045466739,43.10795733493045,2020-05-05,2,34.0
55079001500,55079120502,-88.01520145334699,43.123754077777434,-87.96510992081555,42.95304728304586,2020-05-05,1,17.0
55079001500,55079000501,-88.01520145334699,43.123754077777434,-88.04340002069712,43.115390222488664,2020-05-05,7,120.0
55079001500,55079187300,-88.01520145334699,43.123754077777434,-87.9656302556773,42.887159701718595,2020-05-05,1,17.0
55079001500,55079012300,-88.01520145334699,43.123754077777434,-87.96196748080853,43.043599093031496,2020-05-05,1,17.0
55079001500,55079004400,-88.01520145334699,43.123754077777434,-87.90608569163814,43.089298213737145,2020-05-05,1,17.0
55079001500,55079014900,-88.01520145334699,43.123754077777434,-87.94481830610269,43.03704436935605,2020-05-05,1,17.0
55079001500,55079016400,-88.01520145334699,43.123754077777434,-87.92777599229481,43.01665943799343,2020-05-05,1,17.0
55079001500,55079017300,-88.01520145334699,43.123754077777434,-87.94877202549131,43.0036525046766,2020-05-05,1,17.0
55079001500,55079004900,-88.01520145334699,43.123754077777434,-87.97231517837423,43.077061406485264,2020-05-05,1,17.0
55079001500,55079101100,-88.01520145334699,43.123754077777434,-88.04276904850849,42.99420752845147,2020-05-05,1,17.0
55079001500,55079001300,-88.01520145334699,43.123754077777434,-87.99843350448002,43.126783535933505,2020-05-05,4,68.0
55079001500,55079012500,-88.01520145334699,43.123754077777434,-87.97654888060033,43.037091021714275,2020-05-05,1,17.0
55079001500,55079003500,-88.01520145334699,43.123754077777434,-87.99830093777771,43.09359369867719,2020-05-05,5,85.0
55079001500,55079185900,-88.01520145334699,43.123754077777434,-87.93229166080955,43.05383765471328,2020-05-05,1,17.0
55079001500,55079001600,-88.01520145334699,43.123754077777434,-88.01599665750028,43.11588641903863,2020-05-05,3,51.0
55079001500,55079002400,-88.01520145334699,43.123754077777434,-87.95188617843814,43.106404380820805,2020-05-05,1,17.0
55079001500,55079186800,-88.01520145334699,43.123754077777434,-87.9506670108877,43.02815858561159,2020-05-05,1,17.0
55079001500,55079110100,-88.01520145334699,43.123754077777434,-87.9710022364233,43.012448953036525,2020-05-05,1,17.0
55079001500,55079000600,-88.01520145334699,43.123754077777434,-88.00190569680801,43.14010292722225,2020-05-05,10,171.0
55079001500,55079006600,-88.01520145334699,43.123754077777434,-87.93135214789555,43.075399167305534,2020-05-05,1,17.0
55079001500,55079004500,-88.01520145334699,43.123754077777434,-87.92226909278084,43.08550885272536,2020-05-05,1,17.0
55079001500,55079001900,-88.01520145334699,43.123754077777434,-87.98367415791445,43.115686316787006,2020-05-05,4,68.0
55079001500,55079021400,-88.01520145334699,43.123754077777434,-87.93891709359613,42.96295890378409,2020-05-05,2,34.0
55079001500,55079001100,-88.01520145334699,43.123754077777434,-87.96901390366762,43.127689901740844,2020-05-05,1,17.0
