GEOID,NEGATIVE,POSITIVE,DEATHS,DATE
55025011200,767,14,0,2020/06/20 14:00:00+00
55025011301,477,8,0,2020/06/20 14:00:00+00
55025011302,296,10,0,2020/06/20 14:00:00+00
55025011401,796,21,0,2020/06/20 14:00:00+00
55025011402,799,35,0,2020/06/20 14:00:00+00
55025011503,581,12,0,2020/06/20 14:00:00+00
55025011504,285,7,0,2020/06/20 14:00:00+00
55025011505,329,7,0,2020/06/20 14:00:00+00
55025011506,480,15,0,2020/06/20 14:00:00+00
55025011600,476,9,0,2020/06/20 14:00:00+00
55025011700,233,0,0,2020/06/20 14:00:00+00
55025011800,350,7,0,2020/06/20 14:00:00+00
55025011900,544,10,0,2020/06/20 14:00:00+00
55025012001,589,9,0,2020/06/20 14:00:00+00
55025012002,356,9,0,2020/06/20 14:00:00+00
55025012100,143,6,0,2020/06/20 14:00:00+00
55025012201,268,9,0,2020/06/20 14:00:00+00
55025012202,573,8,0,2020/06/20 14:00:00+00
55025012300,355,15,0,2020/06/20 14:00:00+00
55025012400,325,10,0,2020/06/20 14:00:00+00
55025012501,513,8,0,2020/06/20 14:00:00+00
55025012502,397,18,0,2020/06/20 14:00:00+00
55025012600,293,0,0,2020/06/20 14:00:00+00
55025012700,289,6,0,2020/06/20 14:00:00+00
55025012800,556,18,0,2020/06/20 14:00:00+00
55025012900,273,5,0,2020/06/20 14:00:00+00
55025013000,335,0,0,2020/06/20 14:00:00+00
55025013100,427,0,0,2020/06/20 14:00:00+00
55025013200,743,25,0,2020/06/20 14:00:00+00
55025013301,322,10,0,2020/06/20 14:00:00+00
55025013302,399,9,0,2020/06/20 14:00:00+00
55025013700,520,9,0,2020/06/20 14:00:00+00
55025000100,262,0,0,2020/06/21 14:00:00+00
55025000201,223,0,0,2020/06/21 14:00:00+00
55025000202,300,0,0,2020/06/21 14:00:00+00
55025000204,470,10,0,2020/06/21 14:00:00+00
55025000205,422,9,0,2020/06/21 14:00:00+00
55025000300,453,7,0,2020/06/21 14:00:00+00
55025000401,322,0,0,2020/06/21 14:00:00+00
55025000402,227,0,0,2020/06/21 14:00:00+00
55025000405,489,5,0,2020/06/21 14:00:00+00
55025000406,407,8,0,2020/06/21 14:00:00+00
55025000407,498,10,0,2020/06/21 14:00:00+00
55025000408,340,10,0,2020/06/21 14:00:00+00
55025000501,437,8,0,2020/06/21 14:00:00+00
55025000503,633,20,0,2020/06/21 14:00:00+00
55025000504,588,11,0,2020/06/21 14:00:00+00
55025000600,447,25,0,2020/06/21 14:00:00+00
55025000700,336,0,0,2020/06/21 14:00:00+00
55025000800,342,9,0,2020/06/21 14:00:00+00
55025000901,211,0,0,2020/06/21 14:00:00+00
55025000902,412,0,0,2020/06/21 14:00:00+00
55025001000,230,5,0,2020/06/21 14:00:00+00
55025001101,237,0,0,2020/06/21 14:00:00+00
55025001102,16,0,0,2020/06/21 14:00:00+00
55025001200,673,13,0,2020/06/21 14:00:00+00
55025001300,310,0,0,2020/06/21 14:00:00+00
55025001401,560,32,0,2020/06/21 14:00:00+00
55025001402,521,13,0,2020/06/21 14:00:00+00
55025001403,788,21,0,2020/06/21 14:00:00+00
55025001501,223,7,0,2020/06/21 14:00:00+00
55025001502,556,21,0,2020/06/21 14:00:00+00
55025001603,252,10,0,2020/06/21 14:00:00+00
55025001604,415,25,0,2020/06/21 14:00:00+00
55025001605,318,0,0,2020/06/21 14:00:00+00
55025001606,237,0,0,2020/06/21 14:00:00+00
55025001704,1072,22,0,2020/06/21 14:00:00+00
55025001705,488,0,0,2020/06/21 14:00:00+00
55025001802,432,10,0,2020/06/21 14:00:00+00
55025001804,489,6,0,2020/06/21 14:00:00+00
55025001900,899,8,0,2020/06/21 14:00:00+00
55025002000,806,10,0,2020/06/21 14:00:00+00
55025002100,664,12,0,2020/06/21 14:00:00+00
55025002200,478,9,0,2020/06/21 14:00:00+00
55025002301,298,6,0,2020/06/21 14:00:00+00
55025002302,485,0,0,2020/06/21 14:00:00+00
55025002401,312,9,0,2020/06/21 14:00:00+00
55025002402,370,22,0,2020/06/21 14:00:00+00
55025002500,252,10,0,2020/06/21 14:00:00+00
55025002601,158,5,0,2020/06/21 14:00:00+00
55025002602,493,18,0,2020/06/21 14:00:00+00
55025002603,508,16,0,2020/06/21 14:00:00+00
55025002700,410,0,0,2020/06/21 14:00:00+00
55025002800,231,0,0,2020/06/21 14:00:00+00
55025002900,285,0,0,2020/06/21 14:00:00+00
55025003001,436,28,0,2020/06/21 14:00:00+00
55025003002,319,7,0,2020/06/21 14:00:00+00
55025003100,641,19,0,2020/06/21 14:00:00+00
55025003200,112,0,0,2020/06/21 14:00:00+00
55025010100,209,0,0,2020/06/21 14:00:00+00
55025010200,117,0,0,2020/06/21 14:00:00+00
55025010300,352,0,0,2020/06/21 14:00:00+00
55025010400,335,0,0,2020/06/21 14:00:00+00
55025010501,294,0,0,2020/06/21 14:00:00+00
55025010502,680,7,0,2020/06/21 14:00:00+00
55025010600,387,0,0,2020/06/21 14:00:00+00
55025010701,515,0,0,2020/06/21 14:00:00+00
55025010702,616,11,0,2020/06/21 14:00:00+00
55025010800,1024,17,0,2020/06/21 14:00:00+00
55025010901,799,11,0,2020/06/21 14:00:00+00
55025010903,303,8,0,2020/06/21 14:00:00+00
55025010904,729,16,0,2020/06/21 14:00:00+00
55025011000,341,8,0,2020/06/21 14:00:00+00
55025011101,471,7,0,2020/06/21 14:00:00+00
55025011102,773,21,0,2020/06/21 14:00:00+00
55025011200,770,14,0,2020/06/21 14:00:00+00
55025011301,481,9,0,2020/06/21 14:00:00+00
55025011302,297,10,0,2020/06/21 14:00:00+00
55025011401,800,22,0,2020/06/21 14:00:00+00
55025011402,800,37,0,2020/06/21 14:00:00+00
55025011503,584,12,0,2020/06/21 14:00:00+00
55025011504,290,7,0,2020/06/21 14:00:00+00
55025011505,333,7,0,2020/06/21 14:00:00+00
55025011506,484,15,0,2020/06/21 14:00:00+00
55025011600,480,10,0,2020/06/21 14:00:00+00
55025011700,234,0,0,2020/06/21 14:00:00+00
55025011800,358,8,0,2020/06/21 14:00:00+00
55025011900,550,11,0,2020/06/21 14:00:00+00
55025012001,595,9,0,2020/06/21 14:00:00+00
55025012002,357,11,0,2020/06/21 14:00:00+00
55025012100,145,6,0,2020/06/21 14:00:00+00
55025012201,270,9,0,2020/06/21 14:00:00+00
55025012202,580,8,0,2020/06/21 14:00:00+00
55025012300,359,15,0,2020/06/21 14:00:00+00
55025012400,327,10,0,2020/06/21 14:00:00+00
55025012501,514,8,0,2020/06/21 14:00:00+00
55025012502,398,18,0,2020/06/21 14:00:00+00
55025012600,295,0,0,2020/06/21 14:00:00+00
55025012700,291,6,0,2020/06/21 14:00:00+00
55025012800,558,18,0,2020/06/21 14:00:00+00
55025012900,276,5,0,2020/06/21 14:00:00+00
55025013000,335,0,0,2020/06/21 14:00:00+00
55025013100,428,0,0,2020/06/21 14:00:00+00
55025013200,747,25,0,2020/06/21 14:00:00+00
55025013301,323,10,0,2020/06/21 14:00:00+00
55025013302,400,9,0,2020/06/21 14:00:00+00
55025013700,522,10,0,2020/06/21 14:00:00+00
55025000100,264,0,0,2020/06/22 14:00:00+00
55025000201,227,0,0,2020/06/22 14:00:00+00
55025000202,302,0,0,2020/06/22 14:00:00+00
55025000204,476,10,0,2020/06/22 14:00:00+00
55025000205,428,9,0,2020/06/22 14:00:00+00
55025000300,460,7,0,2020/06/22 14:00:00+00
55025000401,331,0,0,2020/06/22 14:00:00+00
55025000402,230,0,0,2020/06/22 14:00:00+00
55025000405,493,5,0,2020/06/22 14:00:00+00
55025000406,410,8,0,2020/06/22 14:00:00+00
55025000407,501,10,0,2020/06/22 14:00:00+00
55025000408,340,10,0,2020/06/22 14:00:00+00
55025000501,445,8,0,2020/06/22 14:00:00+00
55025000503,638,20,0,2020/06/22 14:00:00+00
55025000504,591,11,0,2020/06/22 14:00:00+00
55025000600,448,28,0,2020/06/22 14:00:00+00
55025000700,338,0,0,2020/06/22 14:00:00+00
55025000800,349,9,0,2020/06/22 14:00:00+00
55025000901,217,0,0,2020/06/22 14:00:00+00
55025000902,420,0,0,2020/06/22 14:00:00+00
55025001000,231,6,0,2020/06/22 14:00:00+00
55025001101,243,0,0,2020/06/22 14:00:00+00
55025001102,16,0,0,2020/06/22 14:00:00+00
55025001200,678,13,0,2020/06/22 14:00:00+00
55025001300,311,0,0,2020/06/22 14:00:00+00
55025001401,563,36,0,2020/06/22 14:00:00+00
55025001402,530,15,0,2020/06/22 14:00:00+00
55025001403,802,21,0,2020/06/22 14:00:00+00
55025001501,223,7,0,2020/06/22 14:00:00+00
55025001502,569,22,0,2020/06/22 14:00:00+00
55025001603,253,12,0,2020/06/22 14:00:00+00
55025001604,421,25,0,2020/06/22 14:00:00+00
55025001605,322,0,0,2020/06/22 14:00:00+00
55025001606,242,0,0,2020/06/22 14:00:00+00
55025001704,1073,22,0,2020/06/22 14:00:00+00
55025001705,493,0,0,2020/06/22 14:00:00+00
55025001802,435,10,0,2020/06/22 14:00:00+00
55025001804,493,6,0,2020/06/22 14:00:00+00
55025001900,912,8,0,2020/06/22 14:00:00+00
55025002000,813,10,0,2020/06/22 14:00:00+00
55025002100,671,12,0,2020/06/22 14:00:00+00
55025002200,482,10,0,2020/06/22 14:00:00+00
55025002301,301,6,0,2020/06/22 14:00:00+00
55025002302,488,0,0,2020/06/22 14:00:00+00
55025002401,315,9,0,2020/06/22 14:00:00+00
55025002402,377,22,0,2020/06/22 14:00:00+00
55025002500,272,10,0,2020/06/22 14:00:00+00
55025002601,161,5,0,2020/06/22 14:00:00+00
55025002602,497,19,0,2020/06/22 14:00:00+00
55025002603,509,17,0,2020/06/22 14:00:00+00
55025002700,415,0,0,2020/06/22 14:00:00+00
55025002800,234,0,0,2020/06/22 14:00:00+00
55025002900,286,0,0,2020/06/22 14:00:00+00
55025003001,445,28,0,2020/06/22 14:00:00+00
55025003002,323,7,0,2020/06/22 14:00:00+00
55025003100,648,19,0,2020/06/22 14:00:00+00
55025003200,114,0,0,2020/06/22 14:00:00+00
55025010100,212,0,0,2020/06/22 14:00:00+00
55025010200,119,0,0,2020/06/22 14:00:00+00
55025010300,360,0,0,2020/06/22 14:00:00+00
55025010400,341,0,0,2020/06/22 14:00:00+00
55025010501,298,0,0,2020/06/22 14:00:00+00
55025010502,689,7,0,2020/06/22 14:00:00+00
55025010600,391,0,0,2020/06/22 14:00:00+00
55025010701,522,0,0,2020/06/22 14:00:00+00
55025010702,618,12,0,2020/06/22 14:00:00+00
55025010800,1032,17,0,2020/06/22 14:00:00+00
55025010901,810,11,0,2020/06/22 14:00:00+00
55025010903,312,8,0,2020/06/22 14:00:00+00
55025010904,746,16,0,2020/06/22 14:00:00+00
55025011000,344,8,0,2020/06/22 14:00:00+00
55025011101,480,7,0,2020/06/22 14:00:00+00
55025011102,784,22,0,2020/06/22 14:00:00+00
55025011200,775,14,0,2020/06/22 14:00:00+00
55025011301,486,9,0,2020/06/22 14:00:00+00
55025011302,298,10,0,2020/06/22 14:00:00+00
55025011401,808,22,0,2020/06/22 14:00:00+00
55025011402,810,40,0,2020/06/22 14:00:00+00
55025011503,594,12,0,2020/06/22 14:00:00+00
55025011504,296,7,0,2020/06/22 14:00:00+00
55025011505,336,7,0,2020/06/22 14:00:00+00
55025011506,489,15,0,2020/06/22 14:00:00+00
55025011600,487,10,0,2020/06/22 14:00:00+00
55025011700,236,0,0,2020/06/22 14:00:00+00
55025011800,362,9,0,2020/06/22 14:00:00+00
55025011900,554,12,0,2020/06/22 14:00:00+00
55025012001,606,9,0,2020/06/22 14:00:00+00
55025012002,367,11,0,2020/06/22 14:00:00+00
55025012100,147,6,0,2020/06/22 14:00:00+00
55025012201,275,9,0,2020/06/22 14:00:00+00
55025012202,590,8,0,2020/06/22 14:00:00+00
55025012300,361,15,0,2020/06/22 14:00:00+00
55025012400,333,10,0,2020/06/22 14:00:00+00
55025012501,516,8,0,2020/06/22 14:00:00+00
55025012502,402,18,0,2020/06/22 14:00:00+00
55025012600,297,0,0,2020/06/22 14:00:00+00
55025012700,298,7,0,2020/06/22 14:00:00+00
55025012800,566,19,0,2020/06/22 14:00:00+00
55025012900,277,5,0,2020/06/22 14:00:00+00
55025013000,338,0,0,2020/06/22 14:00:00+00
55025013100,429,0,0,2020/06/22 14:00:00+00
55025013200,753,27,0,2020/06/22 14:00:00+00
55025013301,327,10,0,2020/06/22 14:00:00+00
55025013302,401,9,0,2020/06/22 14:00:00+00
55025013700,529,10,0,2020/06/22 14:00:00+00
55025000100,269,0,0,2020/06/23 14:00:00+00
55025000201,235,0,0,2020/06/23 14:00:00+00
55025000202,306,0,0,2020/06/23 14:00:00+00
55025000204,487,10,0,2020/06/23 14:00:00+00
55025000205,452,9,0,2020/06/23 14:00:00+00
55025000300,474,7,0,2020/06/23 14:00:00+00
55025000401,347,0,0,2020/06/23 14:00:00+00
55025000402,243,0,0,2020/06/23 14:00:00+00
55025000405,508,5,0,2020/06/23 14:00:00+00
55025000406,418,8,0,2020/06/23 14:00:00+00
55025000407,513,12,0,2020/06/23 14:00:00+00
55025000408,348,10,0,2020/06/23 14:00:00+00
55025000501,454,8,0,2020/06/23 14:00:00+00
55025000503,668,21,0,2020/06/23 14:00:00+00
55025000504,617,11,0,2020/06/23 14:00:00+00
55025000600,465,31,0,2020/06/23 14:00:00+00
55025000700,355,0,0,2020/06/23 14:00:00+00
55025000800,366,9,0,2020/06/23 14:00:00+00
55025000901,236,0,0,2020/06/23 14:00:00+00
55025000902,439,6,0,2020/06/23 14:00:00+00
55025001000,239,6,0,2020/06/23 14:00:00+00
55025001101,249,0,0,2020/06/23 14:00:00+00
55025001102,17,0,0,2020/06/23 14:00:00+00
55025001200,701,14,0,2020/06/23 14:00:00+00
55025001300,323,0,0,2020/06/23 14:00:00+00
55025001401,580,38,0,2020/06/23 14:00:00+00
55025001402,550,15,0,2020/06/23 14:00:00+00
55025001403,825,22,0,2020/06/23 14:00:00+00
55025001501,229,7,0,2020/06/23 14:00:00+00
55025001502,581,23,0,2020/06/23 14:00:00+00
55025001603,264,15,0,2020/06/23 14:00:00+00
55025001604,428,27,0,2020/06/23 14:00:00+00
55025001605,331,0,0,2020/06/23 14:00:00+00
55025001606,256,0,0,2020/06/23 14:00:00+00
55025001704,1077,23,0,2020/06/23 14:00:00+00
55025001705,514,0,0,2020/06/23 14:00:00+00
55025001802,443,11,0,2020/06/23 14:00:00+00
55025001804,503,6,0,2020/06/23 14:00:00+00
55025001900,940,9,0,2020/06/23 14:00:00+00
55025002000,841,10,0,2020/06/23 14:00:00+00
55025002100,688,13,0,2020/06/23 14:00:00+00
55025002200,490,10,0,2020/06/23 14:00:00+00
55025002301,313,6,0,2020/06/23 14:00:00+00
55025002302,497,5,0,2020/06/23 14:00:00+00
55025002401,330,10,0,2020/06/23 14:00:00+00
55025002402,385,22,0,2020/06/23 14:00:00+00
55025002500,282,10,0,2020/06/23 14:00:00+00
55025002601,165,5,0,2020/06/23 14:00:00+00
55025002602,516,19,0,2020/06/23 14:00:00+00
55025002603,515,18,0,2020/06/23 14:00:00+00
55025002700,428,0,0,2020/06/23 14:00:00+00
55025002800,246,0,0,2020/06/23 14:00:00+00
55025002900,302,0,0,2020/06/23 14:00:00+00
55025003001,468,28,0,2020/06/23 14:00:00+00
55025003002,332,7,0,2020/06/23 14:00:00+00
55025003100,674,20,0,2020/06/23 14:00:00+00
55025003200,123,0,0,2020/06/23 14:00:00+00
55025010100,216,0,0,2020/06/23 14:00:00+00
55025010200,127,0,0,2020/06/23 14:00:00+00
55025010300,375,0,0,2020/06/23 14:00:00+00
55025010400,352,0,0,2020/06/23 14:00:00+00
55025010501,310,0,0,2020/06/23 14:00:00+00
55025010502,709,7,0,2020/06/23 14:00:00+00
55025010600,408,0,0,2020/06/23 14:00:00+00
55025010701,541,0,0,2020/06/23 14:00:00+00
55025010702,636,12,0,2020/06/23 14:00:00+00
55025010800,1064,16,0,2020/06/23 14:00:00+00
55025010901,832,11,0,2020/06/23 14:00:00+00
55025010903,336,8,0,2020/06/23 14:00:00+00
55025010904,781,16,0,2020/06/23 14:00:00+00
55025011000,360,8,0,2020/06/23 14:00:00+00
55025011101,498,7,0,2020/06/23 14:00:00+00
55025011102,807,22,0,2020/06/23 14:00:00+00
55025011200,808,15,0,2020/06/23 14:00:00+00
55025011301,499,10,0,2020/06/23 14:00:00+00
55025011302,309,10,0,2020/06/23 14:00:00+00
55025011401,829,22,0,2020/06/23 14:00:00+00
55025011402,837,40,0,2020/06/23 14:00:00+00
55025011503,615,12,0,2020/06/23 14:00:00+00
55025011504,302,7,0,2020/06/23 14:00:00+00
55025011505,349,7,0,2020/06/23 14:00:00+00
55025011506,503,15,0,2020/06/23 14:00:00+00
55025011600,503,11,0,2020/06/23 14:00:00+00
55025011700,250,5,0,2020/06/23 14:00:00+00
55025011800,379,9,0,2020/06/23 14:00:00+00
55025011900,569,12,0,2020/06/23 14:00:00+00
55025012001,625,9,0,2020/06/23 14:00:00+00
55025012002,375,12,0,2020/06/23 14:00:00+00
55025012100,151,6,0,2020/06/23 14:00:00+00
55025012201,286,9,0,2020/06/23 14:00:00+00
55025012202,609,8,0,2020/06/23 14:00:00+00
55025012300,367,16,0,2020/06/23 14:00:00+00
55025012400,339,10,0,2020/06/23 14:00:00+00
55025012501,533,8,0,2020/06/23 14:00:00+00
55025012502,423,18,0,2020/06/23 14:00:00+00
55025012600,307,0,0,2020/06/23 14:00:00+00
55025012700,311,7,0,2020/06/23 14:00:00+00
55025012800,594,19,0,2020/06/23 14:00:00+00
55025012900,285,5,0,2020/06/23 14:00:00+00
55025013000,348,0,0,2020/06/23 14:00:00+00
55025013100,437,0,0,2020/06/23 14:00:00+00
55025013200,785,28,0,2020/06/23 14:00:00+00
55025013301,337,10,0,2020/06/23 14:00:00+00
55025013302,426,9,0,2020/06/23 14:00:00+00
55025013700,543,10,0,2020/06/23 14:00:00+00
55025000100,273,0,0,2020/06/24 14:00:00+00
55025000201,239,0,0,2020/06/24 14:00:00+00
55025000202,312,0,0,2020/06/24 14:00:00+00
55025000204,489,10,0,2020/06/24 14:00:00+00
55025000205,467,9,0,2020/06/24 14:00:00+00
55025000300,488,7,0,2020/06/24 14:00:00+00
55025000401,350,0,0,2020/06/24 14:00:00+00
55025000402,246,5,0,2020/06/24 14:00:00+00
55025000405,514,5,0,2020/06/24 14:00:00+00
55025000406,428,8,0,2020/06/24 14:00:00+00
55025000407,520,12,0,2020/06/24 14:00:00+00
55025000408,351,10,0,2020/06/24 14:00:00+00
55025000501,464,8,0,2020/06/24 14:00:00+00
55025000503,679,22,0,2020/06/24 14:00:00+00
55025000504,624,11,0,2020/06/24 14:00:00+00
55025000600,470,32,0,2020/06/24 14:00:00+00
55025000700,367,0,0,2020/06/24 14:00:00+00
55025000800,381,9,0,2020/06/24 14:00:00+00
55025000901,244,0,0,2020/06/24 14:00:00+00
55025000902,448,7,0,2020/06/24 14:00:00+00
55025001000,249,6,0,2020/06/24 14:00:00+00
55025001101,263,6,0,2020/06/24 14:00:00+00
55025001102,19,0,0,2020/06/24 14:00:00+00
55025001200,711,15,0,2020/06/24 14:00:00+00
55025001300,327,0,0,2020/06/24 14:00:00+00
55025001401,590,42,0,2020/06/24 14:00:00+00
55025001402,563,17,0,2020/06/24 14:00:00+00
55025001403,844,23,0,2020/06/24 14:00:00+00
55025001501,229,7,0,2020/06/24 14:00:00+00
55025001502,594,27,0,2020/06/24 14:00:00+00
55025001603,290,23,0,2020/06/24 14:00:00+00
55025001604,446,33,0,2020/06/24 14:00:00+00
55025001605,337,0,0,2020/06/24 14:00:00+00
55025001606,263,6,0,2020/06/24 14:00:00+00
55025001704,1082,24,0,2020/06/24 14:00:00+00
55025001705,527,0,0,2020/06/24 14:00:00+00
55025001802,454,11,0,2020/06/24 14:00:00+00
55025001804,520,6,0,2020/06/24 14:00:00+00
55025001900,959,9,0,2020/06/24 14:00:00+00
55025002000,862,10,0,2020/06/24 14:00:00+00
55025002100,700,14,0,2020/06/24 14:00:00+00
55025002200,504,11,0,2020/06/24 14:00:00+00
55025002301,314,6,0,2020/06/24 14:00:00+00
55025002302,502,5,0,2020/06/24 14:00:00+00
55025002401,337,11,0,2020/06/24 14:00:00+00
55025002402,394,22,0,2020/06/24 14:00:00+00
55025002500,284,10,0,2020/06/24 14:00:00+00
55025002601,166,6,0,2020/06/24 14:00:00+00
55025002602,527,19,0,2020/06/24 14:00:00+00
55025002603,519,18,0,2020/06/24 14:00:00+00
55025002700,432,0,0,2020/06/24 14:00:00+00
55025002800,250,0,0,2020/06/24 14:00:00+00
55025002900,306,0,0,2020/06/24 14:00:00+00
55025003001,475,28,0,2020/06/24 14:00:00+00
55025003002,338,7,0,2020/06/24 14:00:00+00
55025003100,681,22,0,2020/06/24 14:00:00+00
55025003200,125,0,0,2020/06/24 14:00:00+00
55025010100,219,0,0,2020/06/24 14:00:00+00
55025010200,129,0,0,2020/06/24 14:00:00+00
55025010300,388,6,0,2020/06/24 14:00:00+00
55025010400,357,0,0,2020/06/24 14:00:00+00
55025010501,312,0,0,2020/06/24 14:00:00+00
55025010502,721,7,0,2020/06/24 14:00:00+00
55025010600,418,0,0,2020/06/24 14:00:00+00
55025010701,552,0,0,2020/06/24 14:00:00+00
55025010702,650,12,0,2020/06/24 14:00:00+00
55025010800,1096,19,0,2020/06/24 14:00:00+00
55025010901,857,12,0,2020/06/24 14:00:00+00
55025010903,352,9,0,2020/06/24 14:00:00+00
55025010904,806,16,0,2020/06/24 14:00:00+00
55025011000,370,8,0,2020/06/24 14:00:00+00
55025011101,506,7,0,2020/06/24 14:00:00+00
55025011102,825,22,0,2020/06/24 14:00:00+00
55025011200,825,16,0,2020/06/24 14:00:00+00
55025011301,510,11,0,2020/06/24 14:00:00+00
55025011302,315,10,0,2020/06/24 14:00:00+00
55025011401,846,24,0,2020/06/24 14:00:00+00
55025011402,859,41,0,2020/06/24 14:00:00+00
55025011503,632,14,0,2020/06/24 14:00:00+00
55025011504,307,8,0,2020/06/24 14:00:00+00
55025011505,355,7,0,2020/06/24 14:00:00+00
55025011506,508,15,0,2020/06/24 14:00:00+00
55025011600,513,11,0,2020/06/24 14:00:00+00
55025011700,254,5,0,2020/06/24 14:00:00+00
55025011800,391,9,0,2020/06/24 14:00:00+00
55025011900,616,12,0,2020/06/24 14:00:00+00
55025012001,642,10,0,2020/06/24 14:00:00+00
55025012002,379,12,0,2020/06/24 14:00:00+00
55025012100,154,6,0,2020/06/24 14:00:00+00
55025012201,302,10,0,2020/06/24 14:00:00+00
55025012202,619,8,0,2020/06/24 14:00:00+00
55025012300,377,16,0,2020/06/24 14:00:00+00
55025012400,347,10,0,2020/06/24 14:00:00+00
55025012501,542,8,0,2020/06/24 14:00:00+00
55025012502,432,19,0,2020/06/24 14:00:00+00
55025012600,309,0,0,2020/06/24 14:00:00+00
55025012700,320,7,0,2020/06/24 14:00:00+00
55025012800,609,19,0,2020/06/24 14:00:00+00
55025012900,290,5,0,2020/06/24 14:00:00+00
55025013000,352,0,0,2020/06/24 14:00:00+00
55025013100,443,0,0,2020/06/24 14:00:00+00
55025013200,795,29,0,2020/06/24 14:00:00+00
55025013301,343,11,0,2020/06/24 14:00:00+00
55025013302,433,10,0,2020/06/24 14:00:00+00
55025013700,550,10,0,2020/06/24 14:00:00+00
55025000100,282,0,0,2020/06/25 14:00:00+00
55025000201,242,0,0,2020/06/25 14:00:00+00
55025000202,321,0,0,2020/06/25 14:00:00+00
55025000204,505,10,0,2020/06/25 14:00:00+00
55025000205,484,9,0,2020/06/25 14:00:00+00
55025000300,502,8,0,2020/06/25 14:00:00+00
55025000401,359,0,0,2020/06/25 14:00:00+00
55025000402,251,5,0,2020/06/25 14:00:00+00
55025000405,534,5,0,2020/06/25 14:00:00+00
55025000406,436,8,0,2020/06/25 14:00:00+00
55025000407,532,12,0,2020/06/25 14:00:00+00
55025000408,352,10,0,2020/06/25 14:00:00+00
55025000501,481,8,0,2020/06/25 14:00:00+00
55025000503,697,22,0,2020/06/25 14:00:00+00
55025000504,634,12,0,2020/06/25 14:00:00+00
55025000600,489,33,0,2020/06/25 14:00:00+00
55025000700,375,0,0,2020/06/25 14:00:00+00
55025000800,400,9,0,2020/06/25 14:00:00+00
55025000901,254,0,0,2020/06/25 14:00:00+00
55025000902,473,7,0,2020/06/25 14:00:00+00
55025001000,258,7,0,2020/06/25 14:00:00+00
55025001101,283,6,0,2020/06/25 14:00:00+00
55025001102,19,0,0,2020/06/25 14:00:00+00
55025001200,725,17,0,2020/06/25 14:00:00+00
55025001300,340,0,0,2020/06/25 14:00:00+00
55025001401,603,43,0,2020/06/25 14:00:00+00
55025001402,576,19,0,2020/06/25 14:00:00+00
55025001403,869,25,0,2020/06/25 14:00:00+00
55025001501,238,8,0,2020/06/25 14:00:00+00
55025001502,602,27,0,2020/06/25 14:00:00+00
55025001603,307,34,0,2020/06/25 14:00:00+00
55025001604,466,42,0,2020/06/25 14:00:00+00
55025001605,346,0,0,2020/06/25 14:00:00+00
55025001606,277,11,0,2020/06/25 14:00:00+00
55025001704,1088,24,0,2020/06/25 14:00:00+00
55025001705,537,5,0,2020/06/25 14:00:00+00
55025001802,467,11,0,2020/06/25 14:00:00+00
55025001804,535,6,0,2020/06/25 14:00:00+00
55025001900,991,10,0,2020/06/25 14:00:00+00
55025002000,877,10,0,2020/06/25 14:00:00+00
55025002100,713,14,0,2020/06/25 14:00:00+00
55025002200,516,12,0,2020/06/25 14:00:00+00
55025002301,317,6,0,2020/06/25 14:00:00+00
55025002302,508,5,0,2020/06/25 14:00:00+00
55025002401,349,11,0,2020/06/25 14:00:00+00
55025002402,400,23,0,2020/06/25 14:00:00+00
55025002500,292,10,0,2020/06/25 14:00:00+00
55025002601,168,6,0,2020/06/25 14:00:00+00
55025002602,537,20,0,2020/06/25 14:00:00+00
55025002603,533,20,0,2020/06/25 14:00:00+00
55025002700,434,0,0,2020/06/25 14:00:00+00
55025002800,252,0,0,2020/06/25 14:00:00+00
55025002900,325,0,0,2020/06/25 14:00:00+00
55025003001,487,29,0,2020/06/25 14:00:00+00
55025003002,352,7,0,2020/06/25 14:00:00+00
55025003100,688,23,0,2020/06/25 14:00:00+00
55025003200,126,0,0,2020/06/25 14:00:00+00
55025010100,232,0,0,2020/06/25 14:00:00+00
55025010200,138,0,0,2020/06/25 14:00:00+00
55025010300,405,6,0,2020/06/25 14:00:00+00
55025010400,372,0,0,2020/06/25 14:00:00+00
55025010501,319,0,0,2020/06/25 14:00:00+00
55025010502,739,8,0,2020/06/25 14:00:00+00
55025010600,428,0,0,2020/06/25 14:00:00+00
55025010701,576,5,0,2020/06/25 14:00:00+00
55025010702,667,13,0,2020/06/25 14:00:00+00
55025010800,1123,20,0,2020/06/25 14:00:00+00
55025010901,891,13,0,2020/06/25 14:00:00+00
55025010903,374,9,0,2020/06/25 14:00:00+00
55025010904,840,16,0,2020/06/25 14:00:00+00
55025011000,380,8,0,2020/06/25 14:00:00+00
55025011101,519,7,0,2020/06/25 14:00:00+00
55025011102,851,22,0,2020/06/25 14:00:00+00
55025011200,857,21,0,2020/06/25 14:00:00+00
55025011301,531,15,0,2020/06/25 14:00:00+00
55025011302,326,11,0,2020/06/25 14:00:00+00
55025011401,868,24,0,2020/06/25 14:00:00+00
55025011402,885,42,0,2020/06/25 14:00:00+00
55025011503,658,15,0,2020/06/25 14:00:00+00
55025011504,316,9,0,2020/06/25 14:00:00+00
55025011505,363,8,0,2020/06/25 14:00:00+00
55025011506,531,17,0,2020/06/25 14:00:00+00
55025011600,530,11,0,2020/06/25 14:00:00+00
55025011700,261,6,0,2020/06/25 14:00:00+00
